"Date (YYYY-MM-DD)","Start Time (Local)","End Time (Local)","Target/Object Name","Object Type","Catalog #","Exposure Time per Sub (seconds)","Number of Subs / Total Integration Time","Filter Used","Gain / ISO","RA","DEC","TELESCOP","FITS File Path","Notes / Issues"
"2026-04-21","01:03:55","02:04:52","NGC  2175","Star Cluster (Open cluster)","NGC 2175","10","512 / 5120","LP","200","92.912505","20.451667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 2175_sub/Light_NGC 2175_10.0s_LP_20260420-210415.fit","257 files grouped | Gap ≤ 30 min"
"2026-04-07","00:37:00","01:25:53","IC  434","Nebula (HII region)","IC 434","10","209 / 2090","LP","200","85.60833","-2.491667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/IC 434_sub/Light_IC 434_10.0s_LP_20260406-203719.fit","209 files grouped | Gap ≤ 30 min"
"2026-04-07","01:25:54","01:31:19","IC 434","Nebula (HII region)","IC 434","10","23 / 230","LP","200","85.61667","-2.487778","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/IC 434_sub/Light_IC 434_10.0s_LP_20260406-212612.fit","23 files grouped | Gap ≤ 30 min"
"2026-03-26","00:58:52","03:39:59","Messier 81","Galaxy (Seyfert 2)","M 81","10","789 / 7890","IRCUT","200","149.712495","68.784444","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 81_sub/Light_M 81_10.0s_IRCUT_20260325-205912.fit","394 files grouped | Gap ≤ 30 min"
"2026-03-27","00:48:02","02:17:15","Messier 42","Nebula (HII region)","M 42","10","720 / 7200","LP","200","84.15834","-5.367222","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 42_sub/Light_M 42_10.0s_LP_20260326-204821.fit","361 files grouped | Gap ≤ 30 min"
"2026-03-29","00:48:33","04:06:39","Messier 45","Star Cluster (Open cluster)","M 45","10","984 / 9840","IRCUT","200","57.14166","24.198333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 45_sub/Light_M 45_10.0s_IRCUT_20260328-204852.fit","493 files grouped | Gap ≤ 30 min"
"2026-04-01","00:41:09","04:09:04","Messier 1","Nebula (Supernova remnant)","M 1","10","1024 / 10240","LP","200","84.054165","22.005278","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 1_sub/Light_M 1_10.0s_LP_20260331-204129.fit","513 files grouped | Gap ≤ 30 min"
"2026-04-07","00:37:00","02:01:17","IC 434","Nebula (HII region)","IC 434","10","720 / 7200","LP","200","85.60833","-2.491667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/IC 434_sub/Light_IC 434_10.0s_LP_20260406-203719.fit","361 files grouped | Gap ≤ 30 min"
"2026-04-08","00:43:09","02:24:09","Messier 44","Star Cluster (Open cluster)","M 44","10","798 / 7980","IRCUT","200","130.487505","19.615556","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 44_sub/Light_M 44_10.0s_IRCUT_20260407-204328.fit","400 files grouped | Gap ≤ 30 min"
"2026-04-09","00:47:40","02:49:04","Messier 82","Galaxy (Active Galactic Nucleus)","M 82","10","990 / 9900","IRCUT","200","149.529165","69.559444","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 82_sub/Light_M 82_10.0s_IRCUT_20260408-204800.fit","496 files grouped | Gap ≤ 30 min"
"2026-04-15","00:44:53","03:46:20","Messier 101","Galaxy (Giant spiral galaxy)","M 101","10","1482 / 14820","IRCUT","200","211.849995","54.267222","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 101_sub/Light_M 101_10.0s_IRCUT_20260414-204513.fit","743 files grouped | Gap ≤ 30 min"
"2026-04-18","00:55:57","04:54:59","Messier 51","Galaxy (Seyfert 2)","M 51","10","1206 / 12060","IRCUT","200","202.75416","47.008333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 51_sub/Light_M 51_10.0s_IRCUT_20260417-205617.fit","604 files grouped | Gap ≤ 30 min"
"2026-04-20","00:48:08","05:07:04","NGC 4438","Galaxy (LINER)","NGC 4438","10","1304 / 13040","IRCUT","200","187.27917","12.856111","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 4438_sub/Light_NGC 4438_10.0s_IRCUT_20260419-204827.fit","653 files grouped | Gap ≤ 30 min"
"2026-04-21","01:03:55","02:04:52","NGC 2175","Star Cluster (Open cluster)","NGC 2175","10","512 / 5120","LP","200","92.912505","20.451667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 2175_sub/Light_NGC 2175_10.0s_LP_20260420-210415.fit","257 files grouped | Gap ≤ 30 min"
"2026-03-26","00:58:52","03:39:59","Messier 81 - Bode's Galaxy","Galaxy (Seyfert 2)","M 81","10","789 / 7890","IRCUT","200","149.712495","68.784444","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 81_sub/Light_M 81_10.0s_IRCUT_20260325-205912.fit","394 files grouped | Gap ≤ 30 min"
"2026-03-27","00:48:02","02:17:15","Messier 42 - Orion Nebula","Nebula (HII region)","M 42","10","720 / 7200","LP","200","84.15834","-5.367222","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 42_sub/Light_M 42_10.0s_LP_20260326-204821.fit","361 files grouped | Gap ≤ 30 min"
"2026-03-29","00:48:33","04:06:39","Messier 45 - Pleiades","Star Cluster (Open cluster)","M 45","10","984 / 9840","IRCUT","200","57.14166","24.198333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 45_sub/Light_M 45_10.0s_IRCUT_20260328-204852.fit","493 files grouped | Gap ≤ 30 min"
"2026-04-01","00:41:09","04:09:04","Messier 1 - Crab Nebula","Nebula (Supernova remnant)","M 1","10","1024 / 10240","LP","200","84.054165","22.005278","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 1_sub/Light_M 1_10.0s_LP_20260331-204129.fit","513 files grouped | Gap ≤ 30 min"
"2026-04-07","00:37:00","02:01:17","IC 434","Nebula (HII region)","IC 434","10","720 / 7200","LP","200","85.60833","-2.491667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/IC 434_sub/Light_IC 434_10.0s_LP_20260406-203719.fit","361 files grouped | Gap ≤ 30 min"
"2026-04-08","00:43:09","02:24:09","Messier 44 - Beehive Cluster","Star Cluster (Open cluster)","M 44","10","798 / 7980","IRCUT","200","130.487505","19.615556","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 44_sub/Light_M 44_10.0s_IRCUT_20260407-204328.fit","400 files grouped | Gap ≤ 30 min"
"2026-04-09","00:47:40","02:49:04","Messier 82 - Cigar Galaxy","Galaxy (Active Galactic Nucleus)","M 82","10","990 / 9900","IRCUT","200","149.529165","69.559444","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 82_sub/Light_M 82_10.0s_IRCUT_20260408-204800.fit","496 files grouped | Gap ≤ 30 min"
"2026-04-15","00:44:53","03:46:20","Messier 101 - Pinwheel Galaxy","Galaxy (Giant spiral galaxy)","M 101","10","1482 / 14820","IRCUT","200","211.849995","54.267222","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 101_sub/Light_M 101_10.0s_IRCUT_20260414-204513.fit","743 files grouped | Gap ≤ 30 min"
"2026-04-18","00:55:57","04:54:59","Messier 51 - Whirlpool Galaxy","Galaxy (Seyfert 2)","M 51","10","1206 / 12060","IRCUT","200","202.75416","47.008333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 51_sub/Light_M 51_10.0s_IRCUT_20260417-205617.fit","604 files grouped | Gap ≤ 30 min"
"2026-04-20","00:48:08","05:07:04","NGC 4438","Galaxy (LINER)","NGC 4438","10","1304 / 13040","IRCUT","200","187.27917","12.856111","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 4438_sub/Light_NGC 4438_10.0s_IRCUT_20260419-204827.fit","653 files grouped | Gap ≤ 30 min"
"2026-04-21","01:03:55","02:04:52","NGC 2175","Star Cluster (Open cluster)","NGC 2175","10","512 / 5120","LP","200","92.912505","20.451667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 2175_sub/Light_NGC 2175_10.0s_LP_20260420-210415.fit","257 files grouped | Gap ≤ 30 min"
"2026-04-22","01:30:03","02:49:16","Caldwell 21 - NGC 1976","Other","C 21","10","664 / 6640","IRCUT","200","187.39167","43.947778","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/C 21_sub/Light_C 21_10.0s_IRCUT_20260421-213023.fit","333 files grouped | Gap ≤ 30 min"
"2026-03-26","00:58:52","03:06:59","Messier 81 - Bode's Galaxy","Galaxy (Seyfert 2)","M 81","10","591 / 3945","IRCUT","200","149.712495","68.784444","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 81_sub/Light_M 81_10.0s_IRCUT_20260325-205912.fit","394 files grouped | Gap ≤ 30 min"
"2026-03-27","00:48:02","02:17:10","Messier 42 - Orion Nebula","Nebula (HII region)","M 42","10","540 / 3600","LP","200","84.15834","-5.367222","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 42_sub/Light_M 42_10.0s_LP_20260326-204821.fit","361 files grouped | Gap ≤ 30 min"
"2026-03-29","00:48:33","03:25:39","Messier 45 - Pleiades","Star Cluster (Open cluster)","M 45","10","738 / 4920","IRCUT","200","57.14166","24.198333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 45_sub/Light_M 45_10.0s_IRCUT_20260328-204852.fit","493 files grouped | Gap ≤ 30 min"
"2026-04-01","00:41:09","03:26:24","Messier 1 - Crab Nebula","Nebula (Supernova remnant)","M 1","10","768 / 5120","LP","200","84.054165","22.005278","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 1_sub/Light_M 1_10.0s_LP_20260331-204129.fit","513 files grouped | Gap ≤ 30 min"
"2026-04-07","00:37:00","02:01:12","IC 434 - Galaxy","Nebula (HII region)","IC 434","10","540 / 3600","LP","200","85.60833","-2.491667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/IC 434_sub/Light_IC 434_10.0s_LP_20260406-203719.fit","361 files grouped | Gap ≤ 30 min"
"2026-04-08","00:43:09","02:24:04","Messier 44 - Beehive Cluster","Star Cluster (Open cluster)","M 44","10","599 / 3990","IRCUT","200","130.487505","19.615556","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 44_sub/Light_M 44_10.0s_IRCUT_20260407-204328.fit","400 files grouped | Gap ≤ 30 min"
"2026-04-09","00:47:40","02:48:59","Messier 82 - Cigar Galaxy","Galaxy (Active Galactic Nucleus)","M 82","10","743 / 4950","IRCUT","200","149.529165","69.559444","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 82_sub/Light_M 82_10.0s_IRCUT_20260408-204800.fit","496 files grouped | Gap ≤ 30 min"
"2026-04-15","00:44:53","03:46:15","Messier 101 - Pinwheel Galaxy","Galaxy (Giant spiral galaxy)","M 101","10","1112 / 7410","IRCUT","200","211.849995","54.267222","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 101_sub/Light_M 101_10.0s_IRCUT_20260414-204513.fit","743 files grouped | Gap ≤ 30 min"
"2026-04-18","00:55:57","04:04:44","Messier 51 - Whirlpool Galaxy","Galaxy (Seyfert 2)","M 51","10","905 / 6030","IRCUT","200","202.75416","47.008333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 51_sub/Light_M 51_10.0s_IRCUT_20260417-205617.fit","604 files grouped | Gap ≤ 30 min"
"2026-04-20","00:48:08","04:12:44","NGC 4438 - Galaxy","Galaxy (LINER)","NGC 4438","10","978 / 6520","IRCUT","200","187.27917","12.856111","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 4438_sub/Light_NGC 4438_10.0s_IRCUT_20260419-204827.fit","653 files grouped | Gap ≤ 30 min"
"2026-04-21","01:03:55","02:04:47","NGC 2175 - Open Cluster","Star Cluster (Open cluster)","NGC 2175","10","384 / 2560","LP","200","92.912505","20.451667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 2175_sub/Light_NGC 2175_10.0s_LP_20260420-210415.fit","257 files grouped | Gap ≤ 30 min"
"2026-04-22","01:30:03","02:49:11","Caldwell 21 - NGC 1976","Other","C 21","10","498 / 3320","IRCUT","200","187.39167","43.947778","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/C 21_sub/Light_C 21_10.0s_IRCUT_20260421-213023.fit","333 files grouped | Gap ≤ 30 min"
"2026-03-26","00:58:52","03:39:59","Messier 81 - Bode's Galaxy","Galaxy (Seyfert 2)","M 81","10","789 / 7890","IRCUT","200","149.712495","68.784444","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 81_sub/Light_M 81_10.0s_IRCUT_20260325-205912.fit","394 files grouped | Gap ≤ 30 min"
"2026-03-27","00:48:02","02:17:15","Messier 42 - Orion Nebula","Nebula (HII region)","M 42","10","720 / 7200","LP","200","84.15834","-5.367222","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 42_sub/Light_M 42_10.0s_LP_20260326-204821.fit","361 files grouped | Gap ≤ 30 min"
"2026-03-29","00:48:33","04:06:39","Messier 45 - Pleiades","Star Cluster (Open cluster)","M 45","10","984 / 9840","IRCUT","200","57.14166","24.198333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 45_sub/Light_M 45_10.0s_IRCUT_20260328-204852.fit","493 files grouped | Gap ≤ 30 min"
"2026-04-01","00:41:09","04:09:04","Messier 1 - Crab Nebula","Nebula (Supernova remnant)","M 1","10","1024 / 10240","LP","200","84.054165","22.005278","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 1_sub/Light_M 1_10.0s_LP_20260331-204129.fit","513 files grouped | Gap ≤ 30 min"
"2026-04-07","00:37:00","02:01:17","IC 434","Nebula (HII region)","IC 434","10","720 / 7200","LP","200","85.60833","-2.491667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/IC 434_sub/Light_IC 434_10.0s_LP_20260406-203719.fit","361 files grouped | Gap ≤ 30 min"
"2026-04-08","00:43:09","02:24:09","Messier 44 - Beehive Cluster","Star Cluster (Open cluster)","M 44","10","798 / 7980","IRCUT","200","130.487505","19.615556","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 44_sub/Light_M 44_10.0s_IRCUT_20260407-204328.fit","400 files grouped | Gap ≤ 30 min"
"2026-04-09","00:47:40","02:49:04","Messier 82 - Cigar Galaxy","Galaxy (Active Galactic Nucleus)","M 82","10","990 / 9900","IRCUT","200","149.529165","69.559444","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 82_sub/Light_M 82_10.0s_IRCUT_20260408-204800.fit","496 files grouped | Gap ≤ 30 min"
"2026-04-15","00:44:53","03:46:20","Messier 101 - Pinwheel Galaxy","Galaxy (Giant spiral galaxy)","M 101","10","1482 / 14820","IRCUT","200","211.849995","54.267222","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 101_sub/Light_M 101_10.0s_IRCUT_20260414-204513.fit","743 files grouped | Gap ≤ 30 min"
"2026-04-18","00:55:57","04:54:59","Messier 51 - Whirlpool Galaxy","Galaxy (Seyfert 2)","M 51","10","1206 / 12060","IRCUT","200","202.75416","47.008333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 51_sub/Light_M 51_10.0s_IRCUT_20260417-205617.fit","604 files grouped | Gap ≤ 30 min"
"2026-04-20","00:48:08","05:07:04","NGC 4438","Galaxy (LINER)","NGC 4438","10","1304 / 13040","IRCUT","200","187.27917","12.856111","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 4438_sub/Light_NGC 4438_10.0s_IRCUT_20260419-204827.fit","653 files grouped | Gap ≤ 30 min"
"2026-04-21","01:03:55","02:04:52","NGC 2175","Star Cluster (Open cluster)","NGC 2175","10","512 / 5120","LP","200","92.912505","20.451667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 2175_sub/Light_NGC 2175_10.0s_LP_20260420-210415.fit","257 files grouped | Gap ≤ 30 min"
"2026-04-22","01:30:03","02:49:16","Caldwell 21 - NGC 1976","Other ()","C 21","10","664 / 6640","IRCUT","200","187.39167","43.947778","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/C 21_sub/Light_C 21_10.0s_IRCUT_20260421-213023.fit","333 files grouped | Gap ≤ 30 min"
"2026-04-22","01:30:03","02:01:44","Caldwell 21 - NGC 1976","Other","C 21","10","132 / 1320","IRCUT","200","187.39167","43.947778","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/C 21_sub/Light_C 21_10.0s_IRCUT_20260421-213023.fit","132 files grouped | Gap ≤ 30 min"
"2026-04-22","01:57:59","02:01:44","Caldwell 21 - NGC 1976","Other","C 21","10","16 / 160","IRCUT","200","187.39584","43.948333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/C 21_sub/Light_C 21_10.0s_IRCUT_20260421-215819.fit","16 files grouped | Gap ≤ 30 min"
"2026-04-22","01:48:16","02:01:33","Caldwell 21 - NGC 1976","Other","C 21","10","56 / 560","IRCUT","200","187.39584","43.948333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/C 21_sub/Light_C 21_10.0s_IRCUT_20260421-214836.fit","56 files grouped | Gap ≤ 30 min"
"2026-04-22","01:59:13","02:01:22","Caldwell 21 - NGC 1976","Other","C 21","10","1 / 10","IRCUT","200","187.39584","43.948333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/C 21_sub/Light_C 21_10.0s_IRCUT_20260421-215933.fit","9 files grouped | Gap ≤ 30 min"
"2026-03-26","00:58:52","03:39:59","Messier 81 - Bode's Galaxy","Galaxy (Seyfert 2)","M 81","10","395 / 3945","IRCUT","200","149.712495","68.784444","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 81_sub/Light_M 81_10.0s_IRCUT_20260325-205912.fit","394 files grouped | Gap ≤ 30 min"
"2026-03-27","00:48:02","02:17:15","Messier 42 - Orion Nebula","Nebula (HII region)","M 42","10","360 / 3600","LP","200","84.15834","-5.367222","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 42_sub/Light_M 42_10.0s_LP_20260326-204821.fit","361 files grouped | Gap ≤ 30 min"
"2026-03-29","00:48:33","04:06:39","Messier 45 - Pleiades","Star Cluster (Open cluster)","M 45","10","492 / 4920","IRCUT","200","57.14166","24.198333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 45_sub/Light_M 45_10.0s_IRCUT_20260328-204852.fit","493 files grouped | Gap ≤ 30 min"
"2026-04-01","00:41:09","04:09:04","Messier 1 - Crab Nebula","Nebula (Supernova remnant)","M 1","10","512 / 5120","LP","200","84.054165","22.005278","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 1_sub/Light_M 1_10.0s_LP_20260331-204129.fit","513 files grouped | Gap ≤ 30 min"
"2026-04-07","00:37:00","02:01:17","IC 434","Nebula (HII region)","IC 434","10","360 / 3600","LP","200","85.60833","-2.491667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/IC 434_sub/Light_IC 434_10.0s_LP_20260406-203719.fit","361 files grouped | Gap ≤ 30 min"
"2026-04-08","00:43:09","02:24:09","Messier 44 - Beehive Cluster","Star Cluster (Open cluster)","M 44","10","399 / 3990","IRCUT","200","130.487505","19.615556","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 44_sub/Light_M 44_10.0s_IRCUT_20260407-204328.fit","400 files grouped | Gap ≤ 30 min"
"2026-04-09","00:47:40","02:49:04","Messier 82 - Cigar Galaxy","Galaxy (Active Galactic Nucleus)","M 82","10","495 / 4950","IRCUT","200","149.529165","69.559444","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 82_sub/Light_M 82_10.0s_IRCUT_20260408-204800.fit","496 files grouped | Gap ≤ 30 min"
"2026-04-15","00:44:53","03:46:20","Messier 101 - Pinwheel Galaxy","Galaxy (Giant spiral galaxy)","M 101","10","741 / 7410","IRCUT","200","211.849995","54.267222","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 101_sub/Light_M 101_10.0s_IRCUT_20260414-204513.fit","743 files grouped | Gap ≤ 30 min"
"2026-04-18","00:55:57","04:54:59","Messier 51 - Whirlpool Galaxy","Galaxy (Seyfert 2)","M 51","10","603 / 6030","IRCUT","200","202.75416","47.008333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 51_sub/Light_M 51_10.0s_IRCUT_20260417-205617.fit","604 files grouped | Gap ≤ 30 min"
"2026-04-20","00:48:08","05:07:04","NGC 4438","Galaxy (LINER)","NGC 4438","10","652 / 6520","IRCUT","200","187.27917","12.856111","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 4438_sub/Light_NGC 4438_10.0s_IRCUT_20260419-204827.fit","653 files grouped | Gap ≤ 30 min"
"2026-04-21","01:03:55","02:04:52","NGC 2175","Star Cluster (Open cluster)","NGC 2175","10","256 / 2560","LP","200","92.912505","20.451667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 2175_sub/Light_NGC 2175_10.0s_LP_20260420-210415.fit","257 files grouped | Gap ≤ 30 min"
"2026-04-22","01:30:03","02:49:16","Caldwell 21 - NGC 1976","Other","C 21","10","332 / 3320","IRCUT","200","187.39167","43.947778","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/C 21_sub/Light_C 21_10.0s_IRCUT_20260421-213023.fit","333 files grouped | Gap ≤ 30 min"
"2026-03-26","00:58:52","03:39:59","Messier 81 - Bode's Galaxy","Galaxy (Seyfert 2)","M 81","10","395 / 3945","IRCUT","200","149.712495","68.784444","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 81_sub/Light_M 81_10.0s_IRCUT_20260325-205912.fit","394 files grouped | Gap ≤ 30 min"
"2026-03-27","00:48:02","02:17:15","Messier 42 - Orion Nebula","Nebula (HII region)","M 42","10","360 / 3600","LP","200","84.15834","-5.367222","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 42_sub/Light_M 42_10.0s_LP_20260326-204821.fit","361 files grouped | Gap ≤ 30 min"
"2026-03-29","00:48:33","04:06:39","Messier 45 - Pleiades","Star Cluster (Open cluster)","M 45","10","492 / 4920","IRCUT","200","57.14166","24.198333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 45_sub/Light_M 45_10.0s_IRCUT_20260328-204852.fit","493 files grouped | Gap ≤ 30 min"
"2026-04-01","00:41:09","04:09:04","Messier 1 - Crab Nebula","Nebula (Supernova remnant)","M 1","10","512 / 5120","LP","200","84.054165","22.005278","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 1_sub/Light_M 1_10.0s_LP_20260331-204129.fit","513 files grouped | Gap ≤ 30 min"
"2026-04-07","00:37:00","02:01:17","IC 434","Nebula (HII region)","IC 434","10","360 / 3600","LP","200","85.60833","-2.491667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/IC 434_sub/Light_IC 434_10.0s_LP_20260406-203719.fit","361 files grouped | Gap ≤ 30 min"
"2026-04-08","00:43:09","02:24:09","Messier 44 - Beehive Cluster","Star Cluster (Open cluster)","M 44","10","399 / 3990","IRCUT","200","130.487505","19.615556","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 44_sub/Light_M 44_10.0s_IRCUT_20260407-204328.fit","400 files grouped | Gap ≤ 30 min"
"2026-04-09","00:47:40","02:49:04","Messier 82 - Cigar Galaxy","Galaxy (Active Galactic Nucleus)","M 82","10","495 / 4950","IRCUT","200","149.529165","69.559444","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 82_sub/Light_M 82_10.0s_IRCUT_20260408-204800.fit","496 files grouped | Gap ≤ 30 min"
"2026-04-15","00:44:53","03:46:20","Messier 101 - Pinwheel Galaxy","Galaxy (Giant spiral galaxy)","M 101","10","741 / 7410","IRCUT","200","211.849995","54.267222","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 101_sub/Light_M 101_10.0s_IRCUT_20260414-204513.fit","743 files grouped | Gap ≤ 30 min"
"2026-04-18","00:55:57","04:54:59","Messier 51 - Whirlpool Galaxy","Galaxy (Seyfert 2)","M 51","10","603 / 6030","IRCUT","200","202.75416","47.008333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 51_sub/Light_M 51_10.0s_IRCUT_20260417-205617.fit","604 files grouped | Gap ≤ 30 min"
"2026-04-20","00:48:08","05:07:04","NGC 4438","Galaxy (LINER)","NGC 4438","10","652 / 6520","IRCUT","200","187.27917","12.856111","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 4438_sub/Light_NGC 4438_10.0s_IRCUT_20260419-204827.fit","653 files grouped | Gap ≤ 30 min"
"2026-04-21","01:03:55","02:04:52","NGC 2175","Star Cluster (Open cluster)","NGC 2175","10","256 / 2560","LP","200","92.912505","20.451667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 2175_sub/Light_NGC 2175_10.0s_LP_20260420-210415.fit","257 files grouped | Gap ≤ 30 min"
"2026-04-22","01:30:03","02:49:16","Caldwell 21 - NGC 1976","Other","C 21","10","332 / 3320","IRCUT","200","187.39167","43.947778","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/C 21_sub/Light_C 21_10.0s_IRCUT_20260421-213023.fit","333 files grouped | Gap ≤ 30 min"
"2026-03-26","00:58:52","03:39:59","Messier 81 - Bode's Galaxy","Galaxy (Seyfert 2)","M 81","10","395 / 3945","IRCUT","200","149.712495","68.784444","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 81_sub/Light_M 81_10.0s_IRCUT_20260325-205912.fit","394 files grouped | Gap ≤ 30 min"
"2026-03-27","00:48:02","02:17:15","Messier 42 - Orion Nebula","Nebula (HII region)","M 42","10","360 / 3600","LP","200","84.15834","-5.367222","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 42_sub/Light_M 42_10.0s_LP_20260326-204821.fit","361 files grouped | Gap ≤ 30 min"
